fighter_id,fighter_name,fighter_record,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_def,TD_Avg,TD_Acc,TD_Def,Sub_avg
1060,Mike Easton,Record: 13-6-0,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",3.51,37%,4.28,61%,0.75,22%,66%,0.0
1061,Maurice Eazel,Record: 7-15-0,"5' 7""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1062,Vincent Eazelle,Record: 9-2-0,"5' 11""",155 lbs.,--,,"Dec 07, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1063,Ross Ebanez,Record: 20-10-0 (3 NC),"5' 9""",154 lbs.,--,Southpaw,"May 18, 1975",0.74,50%,0.74,62%,3.70,100%,0%,0.0
1064,Brian Ebersole,Record: 51-18-1 (1 NC),"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,1.70,23%,61%,0.1
1065,Roybert Echeverria,Record: 7-1-0,"5' 5""",125 lbs.,"67""",Switch,"Aug 21, 1995",2.95,53%,2.52,57%,0.00,0%,71%,2.6
1066,Mark Eddiva,Record: 6-3-0,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",3.37,45%,2.98,54%,1.45,22%,63%,0.0
1067,Frankie Edgar,Record: 23-11-1,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",3.77,40%,2.82,65%,2.29,31%,65%,0.3
1068,Abdul-Kerim Edilov,Record: 17-4-0,"6' 2""",205 lbs.,--,Orthodox,"Nov 25, 1991",10.22,61%,0.13,92%,3.98,100%,0%,2.0
1069,Johnny Eduardo,Record: 28-13-0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2.95,39%,3.22,63%,0.22,20%,58%,0.4
1070,Yves Edwards,Record: 42-22-1 (1 NC),"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7
1071,Justin Edwards,Record: 9-5-0,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,2.14,26%,27%,1.0
1072,Leon Edwards,Record: 22-6-0 (1 NC),"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.60,54%,2.44,52%,1.25,37%,63%,0.4
1073,Te Edwards,Record: 6-3-0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",1.50,41%,4.15,44%,0.72,100%,44%,0.0
1074,Adli Edwards,Record: 4-1-0,--,145 lbs.,--,,"Aug 28, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1075,Joselyne Edwards,Record: 17-6-0,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",4.61,53%,3.24,50%,1.43,40%,61%,0.6
1076,Tom Egan,Record: 7-5-0,"5' 11""",170 lbs.,--,Orthodox,--,0.00,0%,3.91,50%,0.00,0%,28%,0.0
1077,Stephanie Egger,Record: 8-5-0,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",2.20,46%,2.48,52%,2.48,42%,50%,0.6
1078,Justin Eilers,Record: 19-7-1,"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",2.86,43%,5.66,49%,0.82,25%,50%,0.0
1079,Jon Olav Einemo,Record: 6-3-0,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",2.15,52%,3.05,52%,1.73,55%,43%,0.0
1080,Per Eklund,Record: 14-5-1,"5' 10""",155 lbs.,"72""",Orthodox,"Nov 12, 1980",2.07,61%,2.38,67%,2.07,11%,50%,3.6
1081,John Elam,Record: 2-0-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1082,Evan Elder,Record: 10-2-0,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",5.66,50%,4.94,57%,0.48,15%,40%,0.5
1083,Billy Elekana,Record: 10-2-0,"6' 3""",205 lbs.,"77""",Southpaw,"May 28, 1995",2.71,56%,3.59,46%,0.85,22%,0%,0.8
1084,John Paul Elias,Record: 3-1-0,"6' 4""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1085,Joao Elias,Record: 17-4-1 (1 NC),"5' 3""",125 lbs.,"64""",Southpaw,"Jan 08, 1995",0.40,50%,6.47,20%,0.00,0%,50%,0.0
1086,Saul Elizondo,Record: 6-8-0,"5' 7""",135 lbs.,--,,"Jul 17, 1985",2.07,30%,4.93,48%,2.00,100%,66%,1.0
1087,Darren Elkins,Record: 29-12-0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.40,38%,3.34,51%,2.87,34%,56%,1.1
1088,Jake Ellenberger,Record: 31-15-0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2.47,39%,2.83,60%,2.04,47%,86%,0.4
1089,Joe Ellenberger,Record: 15-2-0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",1.62,47%,3.45,48%,3.17,40%,0%,1.1
1090,Tim Elliott,Record: 22-13-1,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",3.37,44%,2.65,57%,3.71,47%,59%,1.1
1091,Oban Elliott,Record: 12-4-0,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997",3.62,48%,2.24,61%,1.52,40%,52%,0.0
1092,Eddy Ellis,Record: 21-16-1 (1 NC),"5' 9""",170 lbs.,--,Orthodox,"Jul 07, 1983",3.40,69%,1.53,68%,4.00,66%,50%,2.0
1093,Lisa Ellis,Record: 15-11-0,"5' 4""",115 lbs.,--,,"Nov 15, 1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6
1094,Elisha Ellison,Record: 5-2-0,"6' 0""",238 lbs.,"78""",Orthodox,"Mar 05, 1997",1.57,33%,15.13,40%,0.00,0%,0%,0.0
1095,Anna Elmose,Record: 3-2-0,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",3.68,49%,4.64,56%,0.00,0%,33%,0.0
1096,Cameron Else,Record: 10-6-0,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",1.99,40%,8.09,51%,0.00,0%,0%,0.0
1097,Aaron Ely,Record: 5-2-0,"5' 8""",135 lbs.,--,,"Mar 18, 1989",0.82,15%,0.66,69%,2.47,100%,50%,4.9
1098,Sovannahry Em,Record: 3-1-0,"5' 4""",135 lbs.,--,,"Jun 26, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1099,Ramazan Emeev,Record: 20-6-0,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",2.53,45%,2.14,65%,2.37,29%,66%,0.7
1100,Aleksander Emelianenko,Record: 23-7-0,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981",2.75,41%,1.70,65%,2.32,72%,66%,0.9
1101,Fedor Emelianenko,Record: 36-5-0 (1 NC),"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",3.18,51%,1.00,63%,2.00,63%,82%,1.9
1102,Rob Emerson,Record: 18-12-0 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2.50,30%,2.83,64%,2.02,52%,65%,0.4
1103,Jamall Emmers,Record: 22-8-0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.10,49%,3.92,57%,2.59,53%,81%,0.3
1104,Josh Emmett,Record: 19-6-0,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",3.72,35%,4.43,60%,1.08,37%,43%,0.1
1105,Marius Enache,Record: 3-3-0,"5' 11""",155 lbs.,--,,"Oct 16, 1975",1.71,34%,0.66,84%,3.94,100%,0%,3.9
1106,Kevin Engel,Record: 5-1-0,"6' 2""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1107,Kolton Englund,Record: 9-4-0,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993",2.31,25%,11.54,40%,0.00,0%,0%,0.0
1108,Oliver Enkamp,Record: 7-2-0,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",2.38,36%,3.55,37%,0.87,16%,0%,0.0
1109,Alex Enlund,Record: 14-2-0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1110,Kenny Ento,Record: 14-15-0,"6' 2""",192 lbs.,--,,--,8.41,79%,0.00,100%,5.49,100%,0%,11.0
1111,Ian Entwistle,Record: 9-3-0,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986",0.11,7%,7.36,31%,0.00,0%,0%,12.1
1112,Andy Enz,Record: 10-4-0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",3.51,23%,5.32,57%,0.00,0%,58%,0.0
1113,Won Jin Eoh,Record: 5-5-1,"5' 7""",160 lbs.,--,Orthodox,--,3.74,44%,3.58,46%,0.00,0%,50%,0.0
1114,Yuji Ephoevi-Ga,Record: 11-1-0,"6' 0""",155 lbs.,"75""",Switch,"Oct 19, 1999",2.67,71%,2.60,44%,0.00,0%,60%,0.0
1115,Josh Epps,Record: 6-7-0,--,130 lbs.,--,,"Aug 23, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1116,Abdellah Er-Ramy,Record: 7-2-0,"6' 0""",185 lbs.,"74""",Orthodox,"Sep 19, 1996",0.00,0%,8.40,0%,0.00,0%,0%,0.0
1117,Steve Erceg,Record: 13-4-0,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995",4.00,45%,3.79,52%,1.15,27%,62%,0.4
1118,Tom Erikson,Record: 9-4-1,"6' 3""",280 lbs.,--,Orthodox,"Jul 06, 1964",0.94,47%,1.87,25%,4.68,60%,100%,6.2
1119,Konstantin Erokhin,Record: 9-3-0,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",1.07,36%,1.83,47%,0.00,0%,70%,0.0
1120,Julian Erosa,Record: 31-13-0,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",6.21,48%,6.27,48%,1.78,43%,61%,0.7
1121,Jarno Errens,Record: 14-6-1,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994",3.29,44%,3.29,61%,0.00,0%,33%,0.3
1122,Ivan Erslan,Record: 14-6-0 (1 NC),"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991",2.55,46%,5.01,53%,0.45,20%,61%,0.0
1123,Nick Ertl,Record: 8-6-0,"5' 9""",155 lbs.,--,,"Oct 29, 1968",1.34,69%,1.59,41%,1.88,50%,0%,0.0
1124,Chel Erwin-Davis,Record: 5-1-0,"6' 0""",170 lbs.,--,,--,4.06,54%,1.13,61%,4.25,100%,50%,1.4
1125,Bobby Escalante,Record: 5-6-0,--,130 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1126,Eric Esch,Record: 15-10-1,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",3.07,71%,1.74,43%,0.00,0%,0%,2.0
1127,Pro Escobedo,Record: 1-0-0,--,205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1128,Cole Escovedo,Record: 17-9-0,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",1.77,43%,4.32,49%,0.43,33%,13%,0.0
1129,Efrain Escudero,Record: 28-12-0,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",2.92,44%,2.30,63%,1.31,40%,66%,0.8
1130,Evan Esguerra,Record: 8-7-0 (1 NC),--,145 lbs.,--,,"Jul 13, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1131,Carla Esparza,Record: 20-8-0,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.19,39%,2.87,54%,3.28,36%,47%,0.3
1132,Juan Espino,Record: 11-2-0,"6' 3""",255 lbs.,"80""",Orthodox,"Oct 09, 1980",2.38,70%,1.95,40%,8.93,78%,50%,2.4
1133,Jordan Espinosa,Record: 15-9-0 (1 NC),"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52%,2.94,57%,0.75,28%,70%,0.2
1134,Jodie Esquibel,Record: 6-6-0,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",4.10,31%,7.37,52%,0.75,21%,83%,0.0
1135,Rafael Estevam,Record: 14-0-0,"5' 8""",135 lbs.,"69""",Orthodox,"Aug 10, 1996",2.10,54%,2.59,47%,6.01,38%,66%,0.3
1136,Achilles Estremadura,Record: 7-1-0,"5' 10""",155 lbs.,"68""",Orthodox,"Mar 11, 1992",3.20,43%,3.27,70%,0.00,0%,0%,0.0
1137,Shaun Etchell,Record: 7-3-0,"5' 7""",125 lbs.,"68""",Switch,"Aug 05, 1993",0.00,0%,0.00,0%,4.37,100%,100%,0.0
1138,Terry Etim,Record: 16-5-0,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2.16,35%,2.53,67%,0.43,30%,39%,1.4
1139,Fred Ettish,Record: 1-1-0,"6' 0""",180 lbs.,--,Southpaw,"Oct 12, 1955",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1140,Scott Ettling,Record: 4-2-0,--,135 lbs.,--,,--,0.00,0%,0.54,83%,8.04,100%,0%,0.0
1141,Sijara Eubanks,Record: 8-7-0,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985",4.30,43%,3.43,57%,1.90,44%,66%,0.3
1142,Billy Evangelista,Record: 13-3-0 (1 NC),"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",4.51,40%,3.96,61%,1.60,19%,61%,0.2
1143,Rashad Evans,Record: 19-8-1,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2.14,37%,2.42,63%,2.98,44%,73%,0.0
1144,Doug Evans,Record: 13-10-0,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",1.79,35%,2.55,55%,3.19,83%,69%,0.6
1145,Ashlee Evans-Smith,Record: 6-6-0,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.03,34%,4.59,53%,0.95,22%,50%,0.0
1146,Dan Evensen,Record: 11-4-0,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",0.27,10%,3.86,38%,0.00,0%,0%,4.0
1147,Tonya Evinger,Record: 19-8-0 (1 NC),"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",1.16,42%,4.02,38%,0.93,30%,33%,0.9
1148,Movsar Evloev,Record: 19-0-0,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",3.99,48%,2.66,60%,4.67,48%,61%,0.2
1149,Andre Ewell,Record: 17-9-0,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",4.28,40%,4.87,51%,0.36,75%,72%,0.1
1150,Chris Ewert,Record: 7-1-0,"6' 0""",185 lbs.,"75""",Orthodox,"Sep 06, 1993",3.40,37%,4.33,50%,0.00,0%,42%,0.0
1151,Neal Ewing,Record: 6-0-0,--,185 lbs.,--,,"Sep 30, 1985",2.27,60%,1.93,48%,5.00,62%,0%,0.0
1152,Ethyn Ewing,Record: 9-2-0,"5' 6""",135 lbs.,"69""",Orthodox,"Feb 16, 1998",5.67,52%,5.13,47%,3.00,60%,100%,0.0
1153,Manuel Exposito,Record: 13-3-0,"5' 7""",145 lbs.,"68""",Orthodox,"May 09, 2000",2.53,27%,9.73,34%,2.00,40%,100%,0.0
1154,Jessica Eye,Record: 15-11-0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",3.86,37%,4.19,55%,0.58,40%,57%,0.5
1155,Edward Faaloloto,Record: 2-5-0,--,155 lbs.,"70""",Orthodox,"Jul 15, 1984",2.28,32%,6.25,44%,1.01,25%,33%,0.0
1156,Urijah Faber,Record: 35-11-0,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.65,40%,2.59,64%,1.54,30%,58%,0.8
1157,Melinda Fabian,Record: 4-4-2,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 25, 1987",4.03,41%,4.00,62%,0.00,0%,100%,0.0
1158,Wagnney Fabiano,Record: 16-4-0,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",1.19,38%,0.66,70%,3.44,64%,100%,0.4
1159,Bartosz Fabinski,Record: 15-5-0,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",2.23,68%,1.46,51%,7.10,70%,80%,0.0
1160,Ron Faircloth,Record: 33-20-0 (1 NC),"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979",0.39,40%,8.90,42%,0.00,0%,0%,0.0
1161,Jason Fairn,Record: 4-5-0,"6' 1""",230 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1162,Zarah Fairn,Record: 6-6-0,"5' 8""",135 lbs.,"72""",Orthodox,"Dec 10, 1983",4.55,31%,7.40,45%,0.00,0%,60%,0.0
1163,Rinat Fakhretdinov,Record: 24-1-1,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991",5.03,52%,3.61,54%,3.91,34%,91%,0.2
1164,Maiquel Falcao,Record: 37-10-0 (1 NC),"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981",1.67,55%,0.53,86%,1.00,100%,71%,3.0
1165,Pedro Falcao,Record: 16-5-0,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992",3.21,48%,3.39,50%,2.73,25%,66%,0.0
1166,Brodie Farber,Record: 16-7-0,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",1.69,45%,2.17,53%,0.90,50%,20%,0.9
1167,Joao Paulo Faria,Record: 1-1-0,"5' 9""",155 lbs.,--,,--,6.69,64%,2.09,85%,1.25,50%,0%,1.2
1168,Kalindra Faria,Record: 18-8-1,"5' 7""",125 lbs.,--,Switch,"Jul 23, 1986",2.23,56%,1.44,45%,1.31,66%,20%,0.7
1169,Jair Farias,Record: 10-1-0,"6' 1""",145 lbs.,"76""",Orthodox,"Mar 16, 1993",3.80,39%,5.33,51%,0.00,0%,41%,0.0
1170,Chance Farrar,Record: 8-3-0 (1 NC),"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975",0.81,22%,2.21,67%,3.02,100%,0%,0.0
1171,Rico Farrington,Record: 7-3-0,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989",6.33,41%,7.20,51%,0.00,0%,20%,0.0
1172,Kelly Faszholz,Record: 4-2-0,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",4.01,48%,3.61,52%,0.00,0%,44%,0.0
1173,Rodney Faverus,Record: 25-20-3 (1 NC),"6' 0""",215 lbs.,--,Southpaw,"Jan 03, 1975",2.30,53%,1.60,54%,4.50,100%,25%,0.0
1174,Paul Felder,Record: 17-6-0,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.70,44%,3.44,48%,0.29,28%,64%,0.2
1175,Carlos Felipe,Record: 11-2-0,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,45%,5.60,50%,0.00,0%,72%,0.0
1176,JP Felty,Record: 4-5-0,--,170 lbs.,--,,"Apr 28, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1177,Feng Pengchao,Record: 15-9-1,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1178,Feng Xiaocan,Record: 10-4-0,"5' 7""",115 lbs.,"67""",Southpaw,"Oct 27, 2001",4.18,49%,1.49,68%,0.70,100%,63%,0.0
1179,Kevin Ferguson,Record: 5-2-0 (1 NC),"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",2.30,50%,3.41,38%,3.10,72%,36%,1.2
1180,Rhadi Ferguson,Record: 3-0-0,"5' 7""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1181,Tony Ferguson,Record: 26-11-0,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 12, 1984",4.91,45%,4.37,55%,0.39,35%,66%,0.9
1182,Josh Ferguson,Record: 10-5-0,"5' 5""",125 lbs.,--,Orthodox,"May 13, 1988",2.13,43%,4.18,32%,0.59,11%,54%,0.0
1183,CJ Fernandes,Record: 14-8-3,"6' 2""",170 lbs.,--,,"Nov 13, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1184,Bibiano Fernandes,Record: 20-3-0,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980",2.91,40%,2.02,72%,3.97,53%,77%,0.6
1185,Gabriella Fernandes,Record: 11-3-0,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",3.56,48%,5.19,52%,0.44,18%,68%,0.2
1186,Kaue Fernandes,Record: 11-2-0,"5' 9""",155 lbs.,"73""",Orthodox,"Mar 17, 1995",4.28,55%,1.42,62%,1.18,100%,76%,0.0
1187,Emily Fernandez,Record: 0-0-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1188,Luke Fernandez,Record: 6-0-0,"6' 1""",205 lbs.,"76""",Orthodox,"Jun 29, 1995",32.00,100%,0.00,100%,0.00,0%,0%,0.0
1189,Lucas Fernando,Record: 9-2-0,"6' 3""",185 lbs.,"80""",,"Jan 10, 1997",1.87,51%,4.73,38%,3.00,30%,0%,1.0
1190,Alexandre Ferreira,Record: 18-6-0,"5' 7""",205 lbs.,--,Orthodox,"Apr 25, 1979",2.57,60%,8.14,42%,0.00,0%,0%,0.0
1191,Cezar Ferreira,Record: 13-8-0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",1.90,42%,2.44,53%,2.69,53%,84%,0.5
1192,Diego Ferreira,Record: 19-7-0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",4.70,39%,3.46,55%,0.82,30%,57%,0.6
1193,Erisson Ferreira,Record: 12-2-0,"5' 6""",125 lbs.,"70""",Orthodox,"May 03, 1991",1.75,32%,2.75,56%,1.11,100%,66%,1.7
1194,Brunno Ferreira,Record: 15-2-0,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992",3.85,50%,3.99,51%,1.29,23%,61%,0.8
1195,Scott Ferrozzo,Record: 4-2-0,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1196,Timo Feucht,Record: 8-1-0,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1197,Andre Fialho,Record: 16-8-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994",3.30,41%,6.26,45%,0.25,100%,66%,0.0
1198,Drew Fickett,Record: 42-21-0,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",2.33,41%,2.29,57%,1.30,35%,30%,2.2
1199,Scott Fiedler,Record: 0-1-0,"6' 4""",235 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1200,Ron Fields,Record: 28-32-1,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974",0.33,33%,2.64,11%,0.00,0%,0%,0.0
1201,Michal Figlak,Record: 8-2-0,"5' 10""",155 lbs.,"70""",Orthodox,"Aug 15, 1996",4.00,39%,4.93,52%,0.50,12%,57%,0.0
1202,Deiveson Figueiredo,Record: 25-6-1,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987",2.63,53%,3.47,49%,1.61,35%,57%,1.2
1203,Francisco Figueiredo,Record: 13-5-1 (1 NC),"5' 6""",125 lbs.,"68""",Southpaw,"Oct 23, 1989",2.04,61%,2.59,61%,2.51,75%,76%,0.4
1204,Anthony Figueroa,Record: 11-8-1,"5' 4""",135 lbs.,--,Orthodox,--,2.37,48%,3.77,49%,0.00,0%,58%,0.0
1205,Edwin Figueroa,Record: 9-5-0,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",2.57,39%,3.06,51%,0.20,100%,37%,0.6
1206,Jonathan Figueroa,Record: 16-1-0,--,185 lbs.,--,,"Feb 05, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1207,Paulo Filho,Record: 23-6-3,"5' 8""",185 lbs.,--,Southpaw,"May 24, 1978",1.86,48%,1.67,66%,2.40,32%,42%,1.6
1208,Jafel Filho,Record: 17-4-0,"5' 7""",125 lbs.,"68""",Orthodox,"May 05, 1993",1.85,41%,1.62,50%,2.52,45%,66%,2.2
1209,Andre Fili,Record: 25-12-0 (1 NC),"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",3.87,37%,4.23,51%,2.22,45%,71%,0.2
1210,Mirko Filipovic,Record: 35-11-2 (1 NC),"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3
1211,Brady Fink,Record: 2-3-0,"6' 0""",183 lbs.,--,Orthodox,"May 23, 1981",1.69,41%,1.69,61%,3.63,25%,0%,3.6
1212,Jesse Finney,Record: 5-1-0,"6' 0""",170 lbs.,--,,"Jul 11, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1213,Jan Finney,Record: 11-12-0,"5' 8""",135 lbs.,--,Orthodox,"Apr 18, 1980",2.16,28%,8.75,42%,0.77,11%,25%,0.0
1214,Torrez Finney,Record: 11-1-0,"5' 8""",185 lbs.,"75""",Orthodox,"Oct 24, 1998",1.78,54%,3.34,40%,6.86,59%,75%,0.8
1215,Luigi Fioravanti,Record: 26-15-0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2.23,42%,2.21,69%,3.76,63%,67%,0.9
1216,Nick Fiore,Record: 6-2-0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 10, 1997",2.83,46%,7.93,42%,2.50,45%,71%,0.0
1217,Manon Fiorot,Record: 13-2-0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",5.66,42%,3.58,66%,1.05,29%,87%,0.0
1218,Luiz Firmino,Record: 19-8-0,"5' 6""",154 lbs.,--,Orthodox,"Mar 18, 1982",1.23,50%,1.22,51%,3.86,45%,20%,0.9
1219,Spencer Fisher,Record: 24-9-0,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",3.17,43%,3.03,64%,0.67,30%,60%,0.8
1220,Chris Fishgold,Record: 18-4-1,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",2.01,32%,2.70,46%,2.59,46%,44%,1.3
1221,Bryanna Fissori,Record: 2-4-0,"5' 4""",145 lbs.,--,,--,1.40,46%,1.20,57%,2.00,25%,50%,0.0
1222,Jon Fitch,Record: 30-7-1 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,50%,1.65,54%,3.60,51%,56%,0.8
1223,Isi Fitikefu,Record: 6-0-0,"5' 10""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1224,Rafael Fiziev,Record: 13-5-0,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",4.71,52%,4.84,49%,0.83,66%,90%,0.0
1225,Colin Fletcher,Record: 14-8-0,"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983",3.10,34%,2.97,62%,0.00,0%,27%,0.0
1226,AJ Fletcher,Record: 10-3-0,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997",3.36,49%,4.61,46%,1.54,35%,33%,0.9
1227,Nathan Fletcher,Record: 9-3-0,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998",3.41,59%,2.16,57%,3.37,38%,50%,0.7
1228,Jimmy Flick,Record: 17-9-0,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990",1.67,50%,4.70,43%,2.36,33%,0%,3.5
